date,values
2004-1-28 14:00,30.61
2004-1-28 15:00,34.50
2004-1-28 16:00,16.33
2004-1-28 17:00,31.91
2004-1-28 18:00,20.00
2004-1-28 19:00,4.40
2004-1-29 8:00,26.85
2004-1-29 9:00,4.63
2004-1-29 10:00,58.67
2004-1-29 11:00,66.49
2004-1-29 12:00,64.98
2004-1-29 13:00,43.38
2004-1-29 14:00,68.79
2004-1-29 15:00,15.13
2004-1-29 16:00,42.65
2004-1-29 17:00,3.62
2004-1-29 18:00,69.45
2004-1-29 19:00,4.94
2004-1-30 8:00,22.53
2004-1-30 9:00,39.73
2004-1-30 10:00,52.01
2004-1-30 11:00,75.65
2004-1-30 12:00,14.53
2004-1-30 13:00,61.88
2004-1-30 14:00,41.76
2004-1-30 15:00,41.33
2004-1-30 16:00,59.85
2004-1-30 17:00,64.37
2004-1-30 18:00,50.18
2004-1-30 19:00,30.26
2004-1-31 8:00,29.53
2004-1-31 9:00,1.37
2004-1-31 10:00,25.49
2004-1-31 11:00,49.29
2004-1-31 12:00,37.60
2004-1-31 13:00,28.08
2004-1-31 14:00,51.94
2004-1-31 15:00,40.18
2004-1-31 16:00,103.25
2004-1-31 17:00,14.41
2004-1-31 18:00,21.38
2004-1-31 19:00,18.86
2004-2-1 8:00,12.48
2004-2-1 9:00,85.17
2004-2-1 10:00,44.55
2004-2-1 11:00,133.10
2004-2-1 12:00,4.18
2004-2-1 13:00,118.80
2004-2-1 14:00,48.08
2004-2-1 15:00,79.21
2004-2-1 16:00,128.50
2004-2-1 17:00,120.70
2004-2-1 18:00,119.06
2004-2-1 19:00,60.68
2004-2-2 8:00,48.07
2004-2-2 9:00,83.58
2004-2-2 10:00,183.61
2004-2-2 11:00,111.51
2004-2-2 12:00,69.72
2004-2-2 13:00,63.48
2004-2-2 14:00,171.00
2004-2-2 15:00,263.41
2004-2-2 16:00,297.19
2004-2-2 17:00,22.28
2004-2-2 18:00,23.45
2004-2-2 19:00,113.28
2004-2-3 8:00,91.25
2004-2-3 9:00,16.56
2004-2-3 10:00,193.79
2004-2-3 11:00,85.41
2004-2-3 12:00,3.61
2004-2-3 13:00,138.92
2004-2-3 14:00,38.43
2004-2-3 15:00,75.91
2004-2-3 16:00,222.19
2004-2-3 17:00,146.93
2004-2-3 18:00,104.86
2004-2-3 19:00,16.29
2004-2-4 8:00,32.34
2004-2-4 9:00,31.04
2004-2-4 10:00,65.10
2004-2-4 11:00,90.72
2004-2-4 12:00,26.51
2004-2-4 13:00,90.86
2004-2-4 14:00,21.50
2004-2-4 15:00,42.30
2004-2-4 16:00,130.50
2004-2-4 17:00,49.30
2004-2-4 18:00,55.55
2004-2-4 19:00,27.39
2004-2-5 8:00,22.14
2004-2-5 9:00,79.50
2004-2-5 10:00,79.85
2004-2-5 11:00,79.44
2004-2-5 12:00,48.72
2004-2-5 13:00,113.23
2004-2-5 14:00,84.28
2004-2-5 15:00,56.73
2004-2-5 16:00,135.28
2004-2-5 17:00,28.60
2004-2-5 18:00,42.88
2004-2-5 19:00,18.32
2004-2-6 8:00,47.06
2004-2-6 9:00,53.92
2004-2-6 10:00,11.02
2004-2-6 11:00,144.74
2004-2-6 12:00,72.85
2004-2-6 13:00,107.30
2004-2-6 14:00,5.82
2004-2-6 15:00,8.20
2004-2-6 16:00,40.47
2004-2-6 17:00,85.34
2004-2-6 18:00,97.04
2004-2-6 19:00,41.98
2004-2-7 8:00,27.64
2004-2-7 9:00,26.78
2004-2-7 10:00,117.66
2004-2-7 11:00,22.36
2004-2-7 12:00,64.03
2004-2-7 13:00,40.59
2004-2-7 14:00,44.33
2004-2-7 15:00,26.24
2004-2-7 16:00,67.88
2004-2-7 17:00,29.80
2004-2-7 18:00,49.64
2004-2-7 19:00,54.43
2004-2-8 8:00,10.63
2004-2-8 9:00,62.27
2004-2-8 10:00,158.18
2004-2-8 11:00,114.63
2004-2-8 12:00,13.31
2004-2-8 13:00,167.42
2004-2-8 14:00,12.57
2004-2-8 15:00,92.56
2004-2-8 16:00,220.04
2004-2-8 17:00,136.97
2004-2-8 18:00,105.30
2004-2-8 19:00,30.06
2004-2-9 8:00,47.73
2004-2-9 9:00,40.31
2004-2-9 10:00,25.02
2004-2-9 11:00,155.35
2004-2-9 12:00,200.27
2004-2-9 13:00,48.60
2004-2-9 14:00,24.34
2004-2-9 15:00,294.44
2004-2-9 16:00,273.29
2004-2-9 17:00,249.76
2004-2-9 18:00,189.51
2004-2-9 19:00,141.50
2004-2-10 8:00,20.22
2004-2-10 9:00,141.66
2004-2-10 10:00,173.43
2004-2-10 11:00,7.68
2004-2-10 12:00,149.05
2004-2-10 13:00,108.66
2004-2-10 14:00,115.47
2004-2-10 15:00,32.53
2004-2-10 16:00,51.31
2004-2-10 17:00,270.76
2004-2-10 18:00,93.38
2004-2-10 19:00,111.93
2004-2-11 8:00,23.53
2004-2-11 9:00,49.17
2004-2-11 10:00,19.36
2004-2-11 11:00,11.08
2004-2-11 12:00,120.91
2004-2-11 13:00,93.58
2004-2-11 14:00,25.48
2004-2-11 15:00,12.86
2004-2-11 16:00,158.65
2004-2-11 17:00,63.86
2004-2-11 18:00,59.54
2004-2-11 19:00,62.14
2004-2-12 8:00,28.74
2004-2-12 9:00,85.65
2004-2-12 10:00,70.36
2004-2-12 11:00,160.55
2004-2-12 12:00,56.06
2004-2-12 13:00,40.95
2004-2-12 14:00,20.05
2004-2-12 15:00,43.81
2004-2-12 16:00,143.86
2004-2-12 17:00,34.72
2004-2-12 18:00,60.08
2004-2-12 19:00,29.45
2004-2-13 8:00,36.05
2004-2-13 9:00,7.85
2004-2-13 10:00,70.63
2004-2-13 11:00,159.04
2004-2-13 12:00,51.29
2004-2-13 13:00,116.56
2004-2-13 14:00,11.56
2004-2-13 15:00,53.52
2004-2-13 16:00,189.16
2004-2-13 17:00,141.29
2004-2-13 18:00,89.57
2004-2-13 19:00,53.43
2004-2-14 8:00,39.38
2004-2-14 9:00,94.74
2004-2-14 10:00,93.23
2004-2-14 11:00,108.98
2004-2-14 12:00,143.30
2004-2-14 13:00,101.55
2004-2-14 14:00,66.43
2004-2-14 15:00,32.41
2004-2-14 16:00,62.48
2004-2-14 17:00,95.75
2004-2-14 18:00,35.63
2004-2-14 19:00,27.02
2004-2-15 8:00,13.45
2004-2-15 9:00,15.15
2004-2-15 10:00,72.20
2004-2-15 11:00,70.72
2004-2-15 12:00,90.65
2004-2-15 13:00,34.26
2004-2-15 14:00,20.03
2004-2-15 15:00,20.95
2004-2-15 16:00,86.82
2004-2-15 17:00,71.09
2004-2-15 18:00,25.86
2004-2-15 19:00,2.48
2004-2-16 8:00,3.81
2004-2-16 9:00,109.00
2004-2-16 10:00,22.61
2004-2-16 11:00,238.48
2004-2-16 12:00,198.55
2004-2-16 13:00,152.93
2004-2-16 14:00,33.00
2004-2-16 15:00,155.98
2004-2-16 16:00,112.89
2004-2-16 17:00,167.18
2004-2-16 18:00,20.41
2004-2-16 19:00,38.40
2004-2-17 8:00,65.36
2004-2-17 9:00,44.78
2004-2-17 10:00,40.57
2004-2-17 11:00,81.48
2004-2-17 12:00,178.12
2004-2-17 13:00,5.77
2004-2-17 14:00,98.97
2004-2-17 15:00,149.33
2004-2-17 16:00,64.32
2004-2-17 17:00,187.51
2004-2-17 18:00,111.16
2004-2-17 19:00,11.33
2004-2-18 8:00,4.08
2004-2-18 9:00,27.06
2004-2-18 10:00,61.41
2004-2-18 11:00,22.48
2004-2-18 12:00,30.92
2004-2-18 13:00,8.09
2004-2-18 14:00,32.50
2004-2-18 15:00,64.66
2004-2-18 16:00,109.05
2004-2-18 17:00,49.51
2004-2-18 18:00,36.35
2004-2-18 19:00,8.00
2004-2-19 8:00,26.38
2004-2-19 9:00,47.70
2004-2-19 10:00,70.49
2004-2-19 11:00,64.01
2004-2-19 12:00,40.59
2004-2-19 13:00,90.65
2004-2-19 14:00,9.76
2004-2-19 15:00,18.94
2004-2-19 16:00,4.01
2004-2-19 17:00,18.11
2004-2-19 18:00,36.38
2004-2-19 19:00,25.10
2004-2-20 8:00,18.33
2004-2-20 9:00,59.05
2004-2-20 10:00,18.18
2004-2-20 11:00,101.03
2004-2-20 12:00,127.73
2004-2-20 13:00,106.45
2004-2-20 14:00,5.60
2004-2-20 15:00,18.27
2004-2-20 16:00,34.10
2004-2-20 17:00,47.48
2004-2-20 18:00,11.86
2004-2-20 19:00,32.30
2004-2-21 8:00,27.10
2004-2-21 9:00,2.88
2004-2-21 10:00,95.06
2004-2-21 11:00,24.98
2004-2-21 12:00,84.45
2004-2-21 13:00,48.30
2004-2-21 14:00,34.93
2004-2-21 15:00,125.46
2004-2-21 16:00,42.57
2004-2-21 17:00,44.60
2004-2-21 18:00,33.56
2004-2-21 19:00,3.76
2004-2-22 8:00,21.63
2004-2-22 9:00,30.83
2004-2-22 10:00,10.64
2004-2-22 11:00,106.84
2004-2-22 12:00,8.17
2004-2-22 13:00,83.42
2004-2-22 14:00,49.05
2004-2-22 15:00,8.64
2004-2-22 16:00,59.67
2004-2-22 17:00,64.21
2004-2-22 18:00,55.92
2004-2-22 19:00,28.97
2004-2-23 8:00,1.13
2004-2-23 9:00,7.40
2004-2-23 10:00,124.01
2004-2-23 11:00,31.96
2004-2-23 12:00,114.04
2004-2-23 13:00,57.52
2004-2-23 14:00,74.28
2004-2-23 15:00,119.25
2004-2-23 16:00,105.27
2004-2-23 17:00,91.95
2004-2-23 18:00,9.95
2004-2-23 19:00,14.54
2004-2-24 8:00,13.59
2004-2-24 9:00,7.59
2004-2-24 10:00,121.65
2004-2-24 11:00,94.50
2004-2-24 12:00,128.94
2004-2-24 13:00,23.42
2004-2-24 14:00,15.62
2004-2-24 15:00,16.81
2004-2-24 16:00,137.30
2004-2-24 17:00,30.92
2004-2-24 18:00,69.04
2004-2-24 19:00,22.81
2004-2-25 8:00,11.06
2004-2-25 9:00,19.89
2004-2-25 10:00,6.66
2004-2-25 11:00,33.66
2004-2-25 12:00,59.85
2004-2-25 13:00,13.12
2004-2-25 14:00,18.06
2004-2-25 15:00,36.38
2004-2-25 16:00,41.89
2004-2-25 17:00,24.18
2004-2-25 18:00,31.39
2004-2-25 19:00,5.76
2004-2-26 8:00,29.94
2004-2-26 9:00,15.11
2004-2-26 10:00,45.37
2004-2-26 11:00,70.69
2004-2-26 12:00,72.96
2004-2-26 13:00,48.29
2004-2-26 14:00,55.35
2004-2-26 15:00,86.13
2004-2-26 16:00,60.91
2004-2-26 17:00,69.28
2004-2-26 18:00,35.14
2004-2-26 19:00,6.68
2004-2-27 8:00,28.43
2004-2-27 9:00,45.53
2004-2-27 10:00,1.90
2004-2-27 11:00,105.82
2004-2-27 12:00,24.51
2004-2-27 13:00,12.78
2004-2-27 14:00,69.81
2004-2-27 15:00,32.06
2004-2-27 16:00,70.20
2004-2-27 17:00,75.87
2004-2-27 18:00,12.00
2004-2-27 19:00,19.06
2004-2-28 8:00,24.49
2004-2-28 9:00,28.54
2004-2-28 10:00,54.79
2004-2-28 11:00,62.34
2004-2-28 12:00,14.97
2004-2-28 13:00,19.94
2004-2-28 14:00,22.73
2004-2-28 15:00,35.62
2004-2-28 16:00,6.77
2004-2-28 17:00,1.97
2004-2-28 18:00,19.12
2004-2-28 19:00,11.51
2004-3-1 8:00,72.57
2004-3-1 9:00,17.85
2004-3-1 10:00,38.91
2004-3-1 11:00,187.25
2004-3-1 12:00,135.19
2004-3-1 13:00,73.53
2004-3-1 14:00,110.87
2004-3-1 15:00,0.48
2004-3-1 16:00,220.28
2004-3-1 17:00,89.16
2004-3-1 18:00,59.77
2004-3-1 19:00,76.54
2004-3-2 8:00,86.50
2004-3-2 9:00,152.58
2004-3-2 10:00,54.97
2004-3-2 11:00,248.69
2004-3-2 12:00,197.86
2004-3-2 13:00,242.01
2004-3-2 14:00,87.77
2004-3-2 15:00,205.03
2004-3-2 16:00,336.37
2004-3-2 17:00,68.91
2004-3-2 18:00,155.20
2004-3-2 19:00,15.48
2004-3-3 8:00,41.26
2004-3-3 9:00,112.67
2004-3-3 10:00,161.37
2004-3-3 11:00,195.52
2004-3-3 12:00,84.08
2004-3-3 13:00,107.47
2004-3-3 14:00,95.70
2004-3-3 15:00,82.86
2004-3-3 16:00,171.20
2004-3-3 17:00,199.19
2004-3-3 18:00,58.48
2004-3-3 19:00,103.21
2004-3-4 8:00,18.53
2004-3-4 9:00,59.55
2004-3-4 10:00,16.36
2004-3-4 11:00,75.74
2004-3-4 12:00,129.30
2004-3-4 13:00,62.73
2004-3-4 14:00,3.37
2004-3-4 15:00,55.76
2004-3-4 16:00,46.36
2004-3-4 17:00,82.95
2004-3-4 18:00,90.33
2004-3-4 19:00,9.43
2004-3-5 8:00,33.49
2004-3-5 9:00,56.11
2004-3-5 10:00,148.02
2004-3-5 11:00,6.32
2004-3-5 12:00,90.68
2004-3-5 13:00,102.27
2004-3-5 14:00,91.31
2004-3-5 15:00,140.57
2004-3-5 16:00,0.66
2004-3-5 17:00,101.51
2004-3-5 18:00,8.34
2004-3-5 19:00,5.93
2004-3-6 8:00,2.52
2004-3-6 9:00,2.64
2004-3-6 10:00,86.43
2004-3-6 11:00,235.22
2004-3-6 12:00,205.32
2004-3-6 13:00,84.15
2004-3-6 14:00,13.46
2004-3-6 15:00,25.94
2004-3-6 16:00,40.72
2004-3-6 17:00,132.98
2004-3-6 18:00,56.59
2004-3-6 19:00,4.41
2004-3-7 8:00,17.29
2004-3-7 9:00,101.19
2004-3-7 10:00,18.95
2004-3-7 11:00,65.88
2004-3-7 12:00,34.01
2004-3-7 13:00,80.60
2004-3-7 14:00,11.60
2004-3-7 15:00,151.64
2004-3-7 16:00,15.85
2004-3-7 17:00,99.51
2004-3-7 18:00,121.49
2004-3-7 19:00,30.01
2004-3-8 8:00,53.36
2004-3-8 9:00,41.80
2004-3-8 10:00,141.62
2004-3-8 11:00,297.34
2004-3-8 12:00,112.13
2004-3-8 13:00,184.81
2004-3-8 14:00,106.89
2004-3-8 15:00,84.83
2004-3-8 16:00,252.35
2004-3-8 17:00,109.81
2004-3-8 18:00,98.96
2004-3-8 19:00,99.54
2004-3-9 8:00,116.77
2004-3-9 9:00,3.49
2004-3-9 10:00,146.43
2004-3-9 11:00,278.75
2004-3-9 12:00,6.70
2004-3-9 13:00,217.58
2004-3-9 14:00,149.05
2004-3-9 15:00,316.16
2004-3-9 16:00,323.75
2004-3-9 17:00,18.56
2004-3-9 18:00,84.17
2004-3-9 19:00,41.33
2004-3-10 8:00,25.56
2004-3-10 9:00,75.82
2004-3-10 10:00,48.45
2004-3-10 11:00,406.98
2004-3-10 12:00,150.29
2004-3-10 13:00,288.08
2004-3-10 14:00,55.03
2004-3-10 15:00,357.64
2004-3-10 16:00,250.52
2004-3-10 17:00,296.96
2004-3-10 18:00,22.46
2004-3-10 19:00,187.27
2004-3-11 8:00,48.48
2004-3-11 9:00,96.50
2004-3-11 10:00,77.71
2004-3-11 11:00,132.86
2004-3-11 12:00,82.58
2004-3-11 13:00,62.83
2004-3-11 14:00,116.43
2004-3-11 15:00,7.61
2004-3-11 16:00,132.04
2004-3-11 17:00,126.39
2004-3-11 18:00,61.50
2004-3-11 19:00,14.84
2004-3-12 8:00,32.94
2004-3-12 9:00,59.18
2004-3-12 10:00,34.55
2004-3-12 11:00,150.23
2004-3-12 12:00,88.83
2004-3-12 13:00,29.40
2004-3-12 14:00,71.38
2004-3-12 15:00,182.22
2004-3-12 16:00,155.85
2004-3-12 17:00,50.87
2004-3-12 18:00,129.59
2004-3-12 19:00,64.61
2004-3-13 8:00,41.66
2004-3-13 9:00,79.60
2004-3-13 10:00,164.49
2004-3-13 11:00,227.82
2004-3-13 12:00,236.10
2004-3-13 13:00,182.33
2004-3-13 14:00,63.60
2004-3-13 15:00,84.98
2004-3-13 16:00,181.09
2004-3-13 17:00,115.52
2004-3-13 18:00,46.28
2004-3-13 19:00,94.85
2004-3-14 8:00,53.76
2004-3-14 9:00,116.27
2004-3-14 10:00,157.72
2004-3-14 11:00,12.09
2004-3-14 12:00,8.77
2004-3-14 13:00,19.35
2004-3-14 14:00,133.80
2004-3-14 15:00,38.58
2004-3-14 16:00,137.83
2004-3-14 17:00,78.49
2004-3-14 18:00,17.96
2004-3-14 19:00,25.44
2004-3-15 8:00,7.63
2004-3-15 9:00,53.99
2004-3-15 10:00,67.47
2004-3-15 11:00,111.25
2004-3-15 12:00,139.83
2004-3-15 13:00,41.46
2004-3-15 14:00,3.80
2004-3-15 15:00,46.89
2004-3-15 16:00,133.15
2004-3-15 17:00,84.96
2004-3-15 18:00,48.06
2004-3-15 19:00,60.81
2004-3-16 8:00,37.35
2004-3-16 9:00,84.29
2004-3-16 10:00,151.23
2004-3-16 11:00,308.13
2004-3-16 12:00,142.71
2004-3-16 13:00,41.41
2004-3-16 14:00,67.38
2004-3-16 15:00,188.69
2004-3-16 16:00,182.40
2004-3-16 17:00,208.67
2004-3-16 18:00,47.88
2004-3-16 19:00,80.49
2004-3-17 8:00,33.53
2004-3-17 9:00,98.03
2004-3-17 10:00,63.65
2004-3-17 11:00,39.66
2004-3-17 12:00,295.12
2004-3-17 13:00,70.56
2004-3-17 14:00,20.18
2004-3-17 15:00,217.22
2004-3-17 16:00,105.80
2004-3-17 17:00,58.94
2004-3-17 18:00,87.49
2004-3-17 19:00,102.01
2004-3-18 8:00,7.72
2004-3-18 9:00,19.89
2004-3-18 10:00,36.05
2004-3-18 11:00,51.71
2004-3-18 12:00,81.23
2004-3-18 13:00,67.11
2004-3-18 14:00,33.04
2004-3-18 15:00,119.28
2004-3-18 16:00,11.59
2004-3-18 17:00,42.95
2004-3-18 18:00,39.01
2004-3-18 19:00,50.26
2004-3-19 8:00,42.52
2004-3-19 9:00,22.10
2004-3-19 10:00,91.59
2004-3-19 11:00,142.91
2004-3-19 12:00,99.30
2004-3-19 13:00,9.79
2004-3-19 14:00,0.02
2004-3-19 15:00,125.68
